name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Late_OTA_3_R1,Late_OTA_3_R2,Late_OTA_3_R3,Late_OTA_4_R1,Late_OTA_4_R2,Late_OTA_4_R3,Late_PTA_3_R1,Late_PTA_3_R2,Late_PTA_3_R3,Late_PTA_4_R1,Late_PTA_4_R2,Late_PTA_4_R3
SCA-6_Chr4v1_11867,SCA-6_Chr4v1_11867,372.3,385.9,358.7,0.728,-0.5,0.44,-1.04,3.0e-01,1.0e+00,0.9998,7655,159.1,403.5,516.7,93,386.4,756.6,139,283.3,139.9,403.1,600.7,585.9
SCA-6_Chr4v1_11868,EFMT2,32.2,29,35.4,2.008,1,0.68,1.47,1.4e-01,1.0e+00,0.9998,7656,41.2,45.8,43.3,32.6,11.3,0,32.2,65.1,57.3,39.8,9.1,9.2
SCA-6_Chr4v1_11877,LIG6,178.1,156.3,199.9,1.262,0.3,0.38,0.89,3.7e-01,1.0e+00,0.9998,7657,96.6,151.4,191.7,182.9,126.6,188.6,303.7,213.4,105.3,297.8,126.1,153.4
SCA-6_Chr4v1_11878,ASF1B,97.7,77.2,118.2,1.333,0.4,0.48,0.86,3.9e-01,1.0e+00,0.9998,7658,87.2,87.7,47.9,24.8,153,62.5,126.1,48.2,70.6,78.7,203.6,181.9
SCA-6_Chr4v1_11880,SCA-6_Chr4v1_11880,707.7,757.5,658,0.871,-0.2,0.45,-0.45,6.6e-01,1.0e+00,0.9998,7659,1079.3,396.5,549.4,1593.4,300.4,625.7,884.2,489.5,1375.3,550.1,282.2,366.8
SCA-6_Chr4v1_11883,HACL,145,135.9,154.1,1.02,0,0.49,0.06,9.5e-01,1.0e+00,0.9998,7660,90.7,176.3,159,40.3,276.8,72.1,101.7,131.4,102.6,90.1,235.7,262.9
SCA-6_Chr4v1_11884,RGA4,45.3,44.4,46.2,1.416,0.5,0.64,0.78,4.4e-01,1.0e+00,0.9998,7661,73.1,73.7,53.8,32.6,29.3,3.7,79.8,77.2,12,42.7,28.9,36.7
SCA-6_Chr4v1_11885,RGA3,49.7,54.7,44.6,0.787,-0.3,0.55,-0.63,5.3e-01,1.0e+00,0.9998,7662,17.7,79.7,72.5,23.3,57.6,77.5,50.2,57.9,42.6,63.6,19.8,33.6
SCA-6_Chr4v1_11894,DTX9,33.6,43.8,23.4,0.455,-1.1,0.91,-1.25,2.1e-01,1.0e+00,0.9998,7663,24.7,5,42.1,66.7,50.1,74.3,27,14.5,60,31.3,0,7.6
SCA-6_Chr4v1_11897,SCA-6_Chr4v1_11897,46.6,59.8,33.6,0.446,-1.2,0.62,-1.89,5.9e-02,1.0e+00,0.9998,7664,29.5,90.7,45.6,32.6,90.7,69.5,23.2,83.2,4,41.7,29.9,19.4
SCA-6_Chr4v1_11902,SCA-6_Chr4v1_11902,17.9,20,15.7,0.665,-0.6,1.05,-0.56,5.8e-01,1.0e+00,0.9998,7665,14.1,25.9,40.9,6.2,33.1,0,1.3,8.4,24,3.8,36.3,20.4
SCA-6_Chr4v1_11903,SCA-6_Chr4v1_11903,52.6,54.7,50.5,0.793,-0.3,0.57,-0.59,5.6e-01,1.0e+00,0.9998,7666,15.3,76.7,80.7,52.7,40.6,62,28.3,57.9,50.6,11.4,91.9,62.7
SCA-6_Chr4v1_11905,PMI2,79.7,80.8,78.7,0.96,-0.1,0.5,-0.12,9.1e-01,1.0e+00,0.9998,7667,73.1,85.7,98.2,110.1,34,83.9,83.7,37.4,154.6,124.3,36.9,35.2
SCA-6_Chr4v1_11906,RELCH,336.4,351.2,321.5,0.969,0,0.37,-0.12,9.0e-01,1.0e+00,0.9998,7668,476,321.8,230.3,638.6,176.7,264,424.7,338.8,491.8,286.5,199.3,188
SCA-6_Chr4v1_11907,AXEP,88.7,97,80.4,0.77,-0.4,0.49,-0.77,4.4e-01,1.0e+00,0.9998,7669,82.5,86.7,125.1,32.6,107.7,147.5,82.4,57.9,18.7,105.3,102.6,115.7
SCA-6_Chr4v1_11909,NLTP,13.7,21.8,5.6,0.302,-1.7,1.28,-1.35,1.8e-01,1.0e+00,0.9998,7670,8.2,13.9,49.1,0,52.9,6.4,0,13.3,0,4.7,12.8,2.5
SCA-6_Chr4v1_11915,LRL13,69.6,55.7,83.6,1.447,0.5,0.48,1.1,2.7e-01,1.0e+00,0.9998,7671,33,60.8,69,15.5,85,71.1,57.9,60.3,65.3,117.6,97.3,102.9
SCA-6_Chr4v1_11916,SCA-6_Chr4v1_11916,39.9,34.4,45.5,1.205,0.3,0.6,0.45,6.6e-01,1.0e+00,0.9998,7672,50.7,31.9,29.2,58.9,18.9,16.6,74.6,22.9,81.3,81.6,5.3,7.1
SCA-6_Chr4v1_11918,AB17B,59.5,55.9,63.1,0.73,-0.5,0.74,-0.61,5.4e-01,1.0e+00,0.9998,7673,20,105.6,73.6,15.5,90.7,29.9,10.3,154.3,4,68.3,54.5,87.1
SCA-6_Chr4v1_11924,LRL21,18.6,11.4,25.7,3.743,1.9,1.01,1.89,5.9e-02,1.0e+00,0.9998,7674,2.4,17.9,35.1,0,13.2,0,28.3,36.2,40,18,13.4,18.3
SCA-6_Chr4v1_11926,CRS1,45.8,40.8,50.7,1.134,0.2,0.64,0.28,7.8e-01,1.0e+00,0.9998,7675,58.9,19.9,25.7,52.7,20.8,66.8,77.2,18.1,111.9,59.8,14.4,22.9
SCA-6_Chr4v1_11927,SC5D,58.8,53.7,63.8,0.953,-0.1,0.74,-0.09,9.2e-01,1.0e+00,0.9998,7676,0,65.8,33.9,38.8,108.6,75.3,47.6,27.7,24,75.9,102.6,105
SCA-6_Chr4v1_11931,SCA-6_Chr4v1_11931,116.6,114.9,118.2,1.246,0.3,0.44,0.72,4.7e-01,1.0e+00,0.9998,7677,146.1,128.5,92.4,162.8,139.8,19.8,135.1,110.9,111.9,123.3,130.9,97.3
SCA-6_Chr4v1_11932,PLST4,97.1,99.8,94.4,0.882,-0.2,0.65,-0.28,7.8e-01,1.0e+00,0.9998,7678,13,81.7,125.1,29.5,202.2,147.5,33.5,164,80,21.8,126.1,141.1
SCA-6_Chr4v1_11935,ZFP6,47.8,49.3,46.2,1.171,0.2,0.61,0.38,7.1e-01,1.0e+00,0.9998,7679,34.2,39.9,46.8,12.4,138.9,23.5,52.8,72.3,21.3,56.9,38.5,35.7
SCA-6_Chr4v1_11936,CRS2A,46.5,36.8,56.2,1.737,0.8,0.66,1.2,2.3e-01,1.0e+00,0.9998,7680,55.4,44.8,57.3,0,37.8,25.6,33.5,48.2,88,56.9,51.3,59.1
SCA-6_Chr4v1_11937,SCA-6_Chr4v1_11937,22.4,37.3,7.4,0.295,-1.8,1.31,-1.34,1.8e-01,1.0e+00,0.9998,7681,25.9,7,0,176.7,3.8,10.7,10.3,8.4,0,2.8,0,22.9
SCA-6_Chr4v1_11938,SCA-6_Chr4v1_11938,209.2,185,233.5,0.928,-0.1,0.47,-0.23,8.2e-01,1.0e+00,0.9998,7682,50.7,117.6,223.3,170.5,231.5,316.3,90.1,50.6,153.3,225.8,367.7,513.6
SCA-6_Chr4v1_11939,SCA-6_Chr4v1_11939,76.6,75.5,77.7,1.206,0.3,0.61,0.44,6.6e-01,1.0e+00,0.9998,7683,102.5,55.8,38.6,184.5,42.5,28.9,52.8,19.3,113.3,156.5,98.3,26
SCA-6_Chr4v1_11941,SCA-6_Chr4v1_11941,53.7,54.9,52.6,0.752,-0.4,0.54,-0.77,4.4e-01,1.0e+00,0.9998,7684,61.3,33.9,50.3,32.6,35,116,25.7,21.7,14.7,71.1,48.6,134
SCA-6_Chr4v1_11942,SCA-6_Chr4v1_11942,21.6,21.4,21.8,0.784,-0.4,0.81,-0.44,6.6e-01,1.0e+00,0.9998,7685,7.1,20.9,35.1,15.5,23.6,26.2,16.7,19.3,0,23.7,19.8,51.5
SCA-6_Chr4v1_11945,SCA-6_Chr4v1_11945,29.4,25.7,33.1,1.295,0.4,1.12,0.33,7.4e-01,1.0e+00,0.9998,7686,0,30.9,1.2,0,21.7,100.5,0,33.8,22.7,34.1,56.7,51.5
SCA-6_Chr4v1_11946,PP224,6.2,5.3,7,1.484,0.6,1.82,0.31,7.5e-01,1.0e+00,0.9998,7687,3.5,0,0,14,14.2,0,18,15.7,0,8.5,0,0
SCA-6_Chr4v1_11947,SCA-6_Chr4v1_11947,48.7,53.4,44,1.408,0.5,0.84,0.59,5.5e-01,1.0e+00,0.9998,7688,113.1,42.8,21,113.2,30.2,0,91.4,12.1,65.3,64.5,26.7,4.1
SCA-6_Chr4v1_11948,ELP5,11.4,17.2,5.6,0.174,-2.5,1.49,-1.7,9.0e-02,1.0e+00,0.9998,7689,4.7,26.9,0,20.2,16.1,35.3,0,0,4,29.4,0.5,0
SCA-6_Chr4v1_11949,MPI2,671.4,568.9,773.9,1.456,0.5,0.36,1.52,1.3e-01,1.0e+00,0.9998,7690,801.2,838.9,339,596.8,530.9,306.7,1048.9,432.8,561.1,1112.6,849.2,638.9
SCA-6_Chr4v1_11951,RS7,57.9,66.6,49.1,1.062,0.1,0.75,0.12,9.1e-01,1.0e+00,0.9998,7691,103.7,82.7,35.1,100.8,77.5,0,30.9,60.3,74.6,48.4,26.7,54
SCA-6_Chr4v1_11952,MES1,40.9,49.7,32.1,0.516,-1,0.67,-1.42,1.5e-01,1.0e+00,0.9998,7692,103.7,37.9,7,82.2,30.2,37.4,18,33.8,13.3,23.7,73.2,30.6
SCA-6_Chr4v1_11954,BH075,81.3,78.8,83.8,0.929,-0.1,0.56,-0.19,8.5e-01,1.0e+00,0.9998,7693,75.4,100.6,86.5,76,39.7,94.6,56.6,33.8,138.6,41.7,206.8,25.5
SCA-6_Chr4v1_11956,SCA-6_Chr4v1_11956,20,13.3,26.7,2.044,1,1.07,0.96,3.4e-01,1.0e+00,0.9998,7694,0,26.9,8.2,7.8,36.8,0,7.7,30.1,20,30.4,34.7,37.2
SCA-6_Chr4v1_11959,ABA4,35.1,38.4,31.8,0.658,-0.6,0.65,-0.93,3.5e-01,1.0e+00,0.9998,7695,33,46.8,35.1,58.9,45.3,11.2,5.1,88,6.7,38.9,28.9,22.9
SCA-6_Chr4v1_11960,SCA-6_Chr4v1_11960,20.5,24.8,16.2,0.553,-0.9,0.84,-1.01,3.1e-01,1.0e+00,0.9998,7696,13,9,11.7,60.5,17,37.4,19.3,26.5,0,37,8,6.6
SCA-6_Chr4v1_11961,SCA-6_Chr4v1_11961,581.4,585,577.8,0.808,-0.3,0.42,-0.74,4.6e-01,1.0e+00,0.9998,7697,424.2,980.3,574,226.3,633,672.2,372,921,155.9,454.3,906.4,657.3
SCA-6_Chr4v1_11963,RBS,1911.3,2287,1535.6,0.621,-0.7,0.4,-1.69,9.0e-02,1.0e+00,0.9998,7698,745.8,2157.9,3324.7,1047.8,3749.6,2696.3,678.3,1439.4,1641.9,1010.2,1964.1,2479.8
SCA-6_Chr4v1_11965,LBD41,33.9,25.3,42.5,2.338,1.2,0.84,1.45,1.5e-01,1.0e+00,0.9998,7699,75.4,20.9,12.9,24.8,17.9,0,60.5,14.5,61.3,40.8,15.5,62.2
SCA-6_Chr4v1_11966,Y4837,73.6,58.7,88.6,1.353,0.4,0.4,1.09,2.8e-01,1.0e+00,0.9998,7700,51.8,39.9,49.1,102.3,50.1,58.8,68.2,84.4,53.3,80.6,151.2,93.7
SCA-6_Chr4v1_11969,ALG6,48.8,53.9,43.6,0.754,-0.4,0.54,-0.76,4.5e-01,1.0e+00,0.9998,7701,16.5,46.8,17.5,52.7,67.1,122.9,27,28.9,48,35.1,83.4,39.2
SCA-6_Chr4v1_11971,RD23C,165.2,140,190.3,1.133,0.2,0.51,0.35,7.3e-01,1.0e+00,0.9998,7702,53,218.2,120.4,34.1,212.6,201.5,46.3,127.8,193.2,175.5,319.6,279.7
SCA-6_Chr4v1_11978,RRP3,138.5,105.4,171.7,1.251,0.3,0.51,0.63,5.3e-01,1.0e+00,0.9998,7703,48.3,173.3,71.3,29.5,93.5,216.4,23.2,145.9,149.3,97.7,262.9,351
SCA-6_Chr4v1_11980,PP151,4.9,6.2,3.5,0.891,-0.2,2.1,-0.08,9.4e-01,1.0e+00,0.9998,7704,15.3,5,0,0,17,0,0,0,0,13.3,5.9,2
SCA-6_Chr4v1_11981,SWTIE,92.9,110,75.9,0.78,-0.4,0.41,-0.87,3.9e-01,1.0e+00,0.9998,7705,128.4,80.7,101.7,209.3,92.6,47.6,81.1,68.7,92,126.2,24.6,62.7
SCA-6_Chr4v1_11983,SWTIE,4.9,7.3,2.5,0.277,-1.9,2.15,-0.86,3.9e-01,1.0e+00,0.9998,7706,13,0,14,0,17,0,0,0,0,0,13.9,1
SCA-6_Chr4v1_11985,TCPZA,353.4,329.5,377.2,0.96,-0.1,0.33,-0.18,8.6e-01,1.0e+00,0.9998,7707,218,290.9,353,387.5,411.9,315.8,281.9,259.2,170.6,385.1,570.2,596.1
SCA-6_Chr4v1_11986,COXM2,171.5,195.7,147.2,0.752,-0.4,0.35,-1.16,2.5e-01,1.0e+00,0.9998,7708,155.5,166.4,196.4,96.1,180.4,379.4,95.2,125.4,189.2,164.1,143.8,165.6
SCA-6_Chr4v1_11987,14334,79.1,79.2,79,1.038,0.1,0.45,0.12,9.1e-01,1.0e+00,0.9998,7709,87.2,58.8,56.1,161.2,54.8,57.2,101.7,72.3,45.3,118.6,95.1,40.8
SCA-6_Chr4v1_11988,SCA-6_Chr4v1_11988,844.5,829.2,859.9,0.513,-1,0.87,-1.11,2.7e-01,1.0e+00,0.9998,7710,78.9,1270.2,733,91.5,1767.6,1034,205.9,808.9,49.3,446.8,1820.3,1828.1
SCA-6_Chr4v1_11989,UVR8,109.6,111.6,107.6,1.038,0.1,0.49,0.11,9.1e-01,1.0e+00,0.9998,7711,75.4,104.6,164.8,18.6,171,135.2,130,157.9,92,87.3,98.9,79.5
SCA-6_Chr4v1_11991,RBL9,29.2,39.5,18.9,0.462,-1.1,0.99,-1.13,2.6e-01,1.0e+00,0.9998,7712,3.5,56.8,97,0,7.6,72.1,10.3,16.9,20,26.6,4.3,35.2
SCA-6_Chr4v1_11992,RBL9,16,25,7,0.201,-2.3,1.37,-1.69,9.0e-02,1.0e+00,0.9998,7713,48.3,12,9.4,35.7,0,44.9,25.7,2.4,1.3,12.3,0,0
SCA-6_Chr4v1_11993,CDA7L,142.9,161,124.9,0.821,-0.3,0.43,-0.67,5.0e-01,1.0e+00,0.9998,7714,176.7,220.2,73.6,308.5,78.4,108.5,175,153.1,179.9,149.9,56.7,34.6
SCA-6_Chr4v1_11994,SCA-6_Chr4v1_11994,40.8,50.4,31.3,0.589,-0.8,0.88,-0.86,3.9e-01,1.0e+00,0.9998,7715,50.7,53.8,94.7,10.9,82.2,10.2,0,71.1,9.3,21.8,29.4,56
SCA-6_Chr4v1_11995,ERD15,1113,1276.4,949.6,0.697,-0.5,0.42,-1.23,2.2e-01,1.0e+00,0.9998,7716,896.7,1889.9,1139.8,229.4,1490.8,2011.8,845.6,1259.8,587.7,785.4,1390.6,828.5
SCA-6_Chr4v1_11996,SCA-6_Chr4v1_11996,163.2,151.2,175.1,1.17,0.2,0.39,0.58,5.6e-01,1.0e+00,0.9998,7717,220.3,116.6,115.7,238.7,86,129.8,178.9,114.5,281.2,138.5,203.6,134
SCA-6_Chr4v1_11997,SCA-6_Chr4v1_11997,69.3,63.9,74.8,1.272,0.3,0.78,0.44,6.6e-01,1.0e+00,0.9998,7718,56.6,3,18.7,224.8,25.5,54.5,37.3,13.3,111.9,100.5,72.1,113.6
SCA-6_Chr4v1_11999,SCA-6_Chr4v1_11999,105.4,132.9,77.9,0.552,-0.9,0.49,-1.76,7.9e-02,1.0e+00,0.9998,7719,67.2,121.5,240.8,156.6,43.5,167.8,64.4,107.3,80,129.9,48.6,37.2
SCA-6_Chr4v1_12000,AOC,718.3,384.4,1052.2,1.598,0.7,0.39,1.73,8.3e-02,1.0e+00,0.9998,7720,162.6,279,223.3,330.2,399.6,911.6,182.8,272.5,385.2,867.9,1661,2943.9
SCA-6_Chr4v1_12001,AS1,3260.7,3040.4,3480.9,1.272,0.3,0.47,0.73,4.6e-01,1.0e+00,0.9998,7721,3704.5,1118.8,1654.2,8515.7,1673.1,1576.3,4565.1,1696.2,4643.1,3281.9,2813.3,3886
SCA-6_Chr4v1_12004,CCB12,529.1,497.3,560.9,0.788,-0.3,0.49,-0.7,4.9e-01,1.0e+00,0.9998,7722,160.2,544,486.3,130.2,785.1,877.9,78.5,400.2,353.2,344.3,901.6,1287.5
SCA-6_Chr4v1_12005,EI2BD,176,170.9,181.1,0.943,-0.1,0.42,-0.2,8.4e-01,1.0e+00,0.9998,7723,119,145.5,216.3,99.2,247.5,198.2,112,207.4,61.3,263.7,188.1,254.2
SCA-6_Chr4v1_12006,ACFR2,24.9,24.1,25.8,0.77,-0.4,1.02,-0.37,7.1e-01,1.0e+00,0.9998,7724,3.5,38.9,22.2,12.4,39.7,27.8,20.6,0,0,43.6,41.7,48.9
SCA-6_Chr4v1_12007,DCP5,102.9,84.5,121.2,1.626,0.7,0.46,1.51,1.3e-01,1.0e+00,0.9998,7725,94.3,78.7,54.9,74.4,177.6,27.3,79.8,161.5,129.3,92,133.1,131.5
SCA-6_Chr4v1_12012,MEP1,10.9,13.7,8.1,0.922,-0.1,1.36,-0.09,9.3e-01,1.0e+00,0.9998,7726,5.9,3,4.7,58.9,9.4,0,6.4,0,32,10.4,0,0
SCA-6_Chr4v1_12016,CRWN1,2996.2,3092.9,2899.5,1.03,0,0.29,0.15,8.8e-01,1.0e+00,0.9998,7727,4338.4,3044.6,2666.6,4950.7,1953.7,1603.6,4003.9,3507,4325.9,2604.7,1307.2,1648.3
SCA-6_Chr4v1_12017,HAC1,34.5,27.4,41.5,4.654,2.2,1.11,2,4.6e-02,1.0e+00,0.9998,7728,15.3,15.9,10.5,120.9,1.9,0,19.3,2.4,185.2,10.4,23,8.7
SCA-6_Chr4v1_12018,GEX3,205.5,217.1,193.9,0.868,-0.2,0.4,-0.51,6.1e-01,1.0e+00,0.9998,7729,144.9,147.4,171.8,300.7,127.5,410.4,136.4,120.6,341.2,141.3,196.7,227.2
SCA-6_Chr4v1_12026,RLP22,40.1,34.9,45.3,1.145,0.2,0.74,0.26,7.9e-01,1.0e+00,0.9998,7730,36.5,24.9,31.6,48.1,10.4,57.7,74.6,2.4,101.3,37.9,14.4,41.3
SCA-6_Chr4v1_12032,RLP22,14.5,9.2,19.8,2.281,1.2,0.96,1.24,2.1e-01,1.0e+00,0.9998,7731,2.4,4,14,0,14.2,20.8,14.2,16.9,10.7,19,54.5,3.6
SCA-6_Chr4v1_12033,SCA-6_Chr4v1_12033,8.8,9.3,8.2,0.727,-0.5,1.7,-0.27,7.9e-01,1.0e+00,0.9998,7732,0,4,21,0,7.6,23.5,0,2.4,38.6,0,8,0
SCA-6_Chr4v1_12035,STKLU,5.2,2.1,8.3,4.925,2.3,1.82,1.26,2.1e-01,1.0e+00,0.9998,7733,0,1,11.7,0,0,0,9,14.5,20,6.6,0,0
SCA-6_Chr4v1_12045,SCA-6_Chr4v1_12045,41.7,59.7,23.7,0.37,-1.4,0.92,-1.55,1.2e-01,1.0e+00,0.9998,7734,14.1,190.3,64.3,0,59.5,29.9,12.9,43.4,13.3,11.4,56.7,4.6
SCA-6_Chr4v1_12046,ICME,18.7,19.9,17.6,0.434,-1.2,1.35,-0.89,3.7e-01,1.0e+00,0.9998,7735,0,18.9,26.9,0,43.5,29.9,0,27.7,0,29.4,37.4,11.2
SCA-6_Chr4v1_12047,SCA-6_Chr4v1_12047,412.4,282.8,542.1,2.238,1.2,0.54,2.17,3.0e-02,1.0e+00,0.9998,7736,692.8,581.8,126.3,145.7,65.2,85,930.5,776.4,852.9,274.1,190.3,228.3
SCA-6_Chr4v1_12048,ICME,25.8,34.2,17.3,0.54,-0.9,0.66,-1.35,1.8e-01,1.0e+00,0.9998,7737,7.1,15.9,30.4,21.7,37.8,92.4,18,12.1,20,19,12.8,21.9
SCA-6_Chr4v1_12049,SCA-6_Chr4v1_12049,500.5,537,464.1,0.74,-0.4,0.42,-1.03,3.0e-01,1.0e+00,0.9998,7738,292.2,764.1,405.7,192.2,935.3,632.7,372,514.8,199.9,308.3,819.8,569.6
SCA-6_Chr4v1_12050,SNL6,48.5,59,38.1,0.596,-0.7,0.6,-1.24,2.2e-01,1.0e+00,0.9998,7739,38.9,81.7,46.8,17.1,93.5,75.9,27,19.3,21.3,85.4,21.9,53.5
SCA-6_Chr4v1_12051,PERK8,98.9,78.6,119.1,0.908,-0.1,0.62,-0.23,8.2e-01,1.0e+00,0.9998,7740,10.6,118.6,93.5,37.2,108.6,103.1,10.3,80.8,49.3,111,168.3,295
SCA-6_Chr4v1_12052,SCA-6_Chr4v1_12052,71.5,82.1,61,0.451,-1.1,1.01,-1.14,2.6e-01,1.0e+00,0.9998,7741,5.9,66.7,109.9,0,186.1,124,14.2,71.1,0,24.7,190.3,65.7
SCA-6_Chr4v1_12053,ENG1,36.3,27.9,44.8,1.897,0.9,0.55,1.67,9.6e-02,1.0e+00,0.9998,7742,38.9,30.9,26.9,12.4,49.1,9.1,25.7,39.8,62.6,44.6,50.2,45.9
SCA-6_Chr4v1_12054,SCA-6_Chr4v1_12054,451.2,443.6,458.8,1.073,0.1,0.31,0.33,7.4e-01,1.0e+00,0.9998,7743,646.9,265,389.3,561.1,426.1,373.5,666.7,536.5,475.8,568.2,252.8,252.7
SCA-6_Chr4v1_12055,TBL19,32.9,31.3,34.5,1.062,0.1,0.77,0.11,9.1e-01,1.0e+00,0.9998,7744,15.3,28.9,39.7,54.3,26.5,23,57.9,0,49.3,28.5,28.3,43.3
SCA-6_Chr4v1_12056,TBL19,309.5,375.5,243.4,0.616,-0.7,0.33,-2.14,3.2e-02,1.0e+00,0.9998,7745,248.6,129.5,460.6,272.8,421.3,720.3,284.4,114.5,287.9,124.3,227.1,422.4
SCA-6_Chr4v1_12057,SCA-6_Chr4v1_12057,37.9,41.2,34.5,0.954,-0.1,0.85,-0.08,9.4e-01,1.0e+00,0.9998,7746,27.1,56.8,65.5,18.6,75.6,3.7,0,82,24,37.9,34.7,28.5
SCA-6_Chr4v1_12058,TRPB2,81.1,85,77.2,0.87,-0.2,0.48,-0.42,6.8e-01,1.0e+00,0.9998,7747,50.7,131.5,78.3,71.3,115.3,63.1,105.5,30.1,56,74,140.6,57.1
SCA-6_Chr4v1_12059,FLXL2,108.9,113,104.7,0.937,-0.1,0.39,-0.24,8.1e-01,1.0e+00,0.9998,7748,100.2,67.7,115.7,155,120.9,118.6,139,79.6,92,126.2,52.9,138.6
SCA-6_Chr4v1_12060,COQ11,23.1,18.2,28.1,1.583,0.7,0.9,0.74,4.6e-01,1.0e+00,0.9998,7749,0,27.9,25.7,21.7,11.3,22.4,2.6,18.1,69.3,32.3,24.6,21.9
SCA-6_Chr4v1_12062,PROD2,26.6,18.3,34.9,3.011,1.6,0.76,2.1,3.6e-02,1.0e+00,0.9998,7750,20,24.9,22.2,34.1,8.5,0,15.4,56.7,62.6,41.7,10.7,22.4
SCA-6_Chr4v1_12063,FTSI3,142.9,137.6,148.2,1.364,0.4,0.41,1.1,2.7e-01,1.0e+00,0.9998,7751,209.7,151.4,166,200,70.9,27.3,127.4,241.1,195.9,147,103.7,73.9
SCA-6_Chr4v1_12065,EVI5L,85,96.8,73.3,0.691,-0.5,0.54,-0.99,3.2e-01,1.0e+00,0.9998,7752,111.9,95.6,94.7,133.3,22.7,122.4,96.5,103.7,96,101.5,22.4,19.9
SCA-6_Chr4v1_12066,SCA-6_Chr4v1_12066,263.9,267,260.7,0.97,0,0.38,-0.11,9.1e-01,1.0e+00,0.9998,7753,295.7,188.3,187,375.1,221.1,334.5,213.6,248.3,506.4,295,173.2,127.9
SCA-6_Chr4v1_12067,PP404,10.9,13.5,8.4,0.368,-1.4,1.65,-0.87,3.8e-01,1.0e+00,0.9998,7754,30.6,29.9,7,0,0,13.4,18,0,18.7,0,0,13.8
SCA-6_Chr4v1_12068,DCAM,39.7,41.1,38.4,0.692,-0.5,0.8,-0.66,5.1e-01,1.0e+00,0.9998,7755,58.9,36.9,43.3,14,33.1,60.4,56.6,106.1,36,26.6,3.7,1.5
SCA-6_Chr4v1_12069,SCA-6_Chr4v1_12069,6.9,8.8,5,0.824,-0.3,1.73,-0.16,8.7e-01,1.0e+00,0.9998,7756,4.7,10,21,0,17,0,0,14.5,0,10.4,5.3,0
SCA-6_Chr4v1_12070,SCA-6_Chr4v1_12070,835.6,868.8,802.4,0.925,-0.1,0.23,-0.5,6.2e-01,1.0e+00,0.9998,7757,946.1,980.3,920,1052.5,575.3,738.5,640.9,1004.2,765,960.9,667,776.5
SCA-6_Chr4v1_12073,NIK1,33.9,19.1,48.6,2.717,1.4,1.06,1.36,1.7e-01,1.0e+00,0.9998,7758,0,24.9,33.9,0,54.8,1.1,10.3,32.5,41.3,49.3,66.3,92.2
SCA-6_Chr4v1_12074,ARL8C,82.8,70,95.5,0.909,-0.1,0.57,-0.24,8.1e-01,1.0e+00,0.9998,7759,50.7,92.7,47.9,23.3,120,85.5,24.5,14.5,97.3,55,181.7,200.2
SCA-6_Chr4v1_12075,TIF6A,20.2,27.8,12.6,0.448,-1.2,1.03,-1.12,2.6e-01,1.0e+00,0.9998,7760,0,48.8,32.7,9.3,24.6,51.3,0,7.2,28,15.2,13.9,11.2
SCA-6_Chr4v1_12076,SCA-6_Chr4v1_12076,73.4,72,74.7,1.878,0.9,0.88,1.03,3.0e-01,1.0e+00,0.9998,7761,155.5,33.9,30.4,209.3,2.8,0,149.3,33.8,119.9,95.8,25.7,23.9
SCA-6_Chr4v1_12077,RNFT2,37.2,46.4,27.9,0.845,-0.2,1.03,-0.23,8.1e-01,1.0e+00,0.9998,7762,68.3,47.8,63.1,9.3,89.7,0,25.7,35,0,37,56.1,13.8
SCA-6_Chr4v1_12078,SCA-6_Chr4v1_12078,14.3,8.4,20.2,3.974,2,1.16,1.71,8.7e-02,1.0e+00,0.9998,7763,0,13,7,26.4,3.8,0,0,26.5,25.3,42.7,6.4,20.4
SCA-6_Chr4v1_12079,BRPF3,16.9,10.9,22.9,2.322,1.2,1.16,1.04,3.0e-01,1.0e+00,0.9998,7764,0,1,24.5,9.3,3.8,26.7,39.9,0,24,42.7,7.5,23.4
SCA-6_Chr4v1_12080,RNG1L,96.9,89.4,104.4,0.922,-0.1,0.32,-0.36,7.2e-01,1.0e+00,0.9998,7765,84.8,66.7,69,65.1,93.5,157.6,64.4,72.3,65.3,51.2,207.4,165.6
SCA-6_Chr4v1_12081,PILS6,127.9,116.7,139.1,1.074,0.1,0.41,0.25,8.0e-01,1.0e+00,0.9998,7766,155.5,91.7,95.9,46.5,97.3,213.2,95.2,183.2,56,130.9,170.5,198.7
SCA-6_Chr4v1_12082,SCA-6_Chr4v1_12082,37.4,49.6,25.2,0.511,-1,0.73,-1.32,1.9e-01,1.0e+00,0.9998,7767,81.3,89.7,28.1,18.6,29.3,50.8,42.5,4.8,9.3,57.9,29.4,7.6
SCA-6_Chr4v1_12083,CML42,21.8,22.5,21.1,1.208,0.3,1.03,0.26,7.9e-01,1.0e+00,0.9998,7768,35.3,24.9,22.2,14,38.7,0,25.7,32.5,0,19,35.8,13.8
SCA-6_Chr4v1_12086,SCA-6_Chr4v1_12086,228.5,304.4,152.6,0.579,-0.8,0.6,-1.31,1.9e-01,1.0e+00,0.9998,7769,380.6,114.6,76,1037,80.3,137.9,128.7,73.5,126.6,258,81.8,247.1
